"compound"	"label"	"case"	"pos"	"head.word"	"head.pos"	"sentence"	"citat"	"text"	"cpdID"	"pos1"	"pos2"	"lemma1"	"lemma2"	"intLabel"	"cpdType"	"endoExo"	"lemma1id"	"lemma2id"	"occID1"	"occID2"	"time.slot"	"veda"	"sakha"	"group"	"register"
"manaḥ-hanam"	"conj"	"Acc"	"ADJ"	"kravyādam"	"ADJ"	"kravyādam agne rudhiraṃ piśācaṃ manohanaṃ jahi jātavedaḥ /"	"AVŚ, 5, 29, 10"	"Atharvaveda (Śaunaka)"	4401	"NOUN"	"VERB"	"manas"	"han"	"nmod"	"subord"	"exo"	36096	166068	4600116	4600117	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"manaḥ-hā"	"conj"	"Nom"	"ADJ"	"mrokaḥ"	"NOUN"	"mroko manohā khano nirdāha ātmadūṣis tanūdūṣiḥ //"	"AVŚ, 16, 1, 3"	"Atharvaveda (Śaunaka)"	4553	"NOUN"	"VERB"	"manas"	"han"	"obj"	"subord"	"exo"	36096	166068	4967721	4967722	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"manaḥ-juvaḥ"	"acl"	"Nom"	"ADJ"	"vṛṣaṇaḥ"	"NOUN"	"yena napātam apāṃ junāma manojuvo vṛṣaṇo yaṃ vahanti //"	"ṚV, 1, 186, 5"	"Ṛgveda"	3163	"NOUN"	"VERB"	"manas"	"jū"	"nmod"	"subord"	"exo"	36096	221056	4726071	4726072	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"manaḥ-juvā"	"acl"	"Acc"	"ADJ"	"vāyū"	"NOUN"	"indravāyū manojuvā viprā havanta ūtaye /"	"ṚV, 1, 23, 3"	"Ṛgveda"	3020	"NOUN"	"VERB"	"manas"	"jū"	"obl"	"subord"	"exo"	36096	221056	4726059	4726060	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"manaḥ-yujaḥ"	"conj"	"Nom"	"ADJ"	"jātāḥ"	"VERB"	"ye devā manojātā manoyujo dakṣakratavas te no 'vantu te naḥ pāntu tebhyaḥ svāhā //"	"VSM, 4, 11"	"Vājasaneyisaṃhitā (Mādhyandina)"	6750	"NOUN"	"VERB"	"manas"	"yuj"	"obl"	"subord"	"exo"	36096	64776	5016924	5016925	"2-MA"	"White YV"	"Mādhyandina"	"S"	"metrical"
"maśaka-jambhanī"	"conj"	"Nom"	"ADJ"	"bheṣajī"	"ADJ"	"sā vihrutasya bheṣajy atho maśakajambhanī //"	"AVŚ, 7, 56, 2"	"Atharvaveda (Śaunaka)"	4441	"NOUN"	"VERB"	"maśaka"	"jambhana"	"obj"	"subord"	"exo"	37436	87728	4816862	4816863	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"mati-vidaḥ"	"acl"	"Gen"	"ADJ"	"te"	"PRON"	"tad yatraitāṃś camasān sādayeyus tad etaṃ yajamānacamasaṃ sādayet tān yatra prakampayeyus tad enam anuprakampayed athainam āhṛtam bhakṣayen narāśaṃsapītasya deva soma te mativida ūmaiḥ pitṛbhir bhakṣitasya bhakṣayāmīti prātaḥsavane nārāśaṃso bhakṣa ūrvair iti mādhyaṃdine kāvyair iti tṛtīyasavane //"	"AB, 7, 34, 1"	"Aitareyabrāhmaṇa"	5053	"NOUN"	"VERB"	"mati"	"vid"	"obj"	"subord"	"exo"	36010	122659	4942513	4942514	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"matsya-vidaḥ"	"conj"	"Acc"	"ADJ"	"matsyān"	"NOUN"	"tasyodakacarā viśas ta ima āsata iti matsyān matsyavido vopadiśati //"	"ŚāṅkhŚS, 16, 2, 23"	"Śāṅkhāyanaśrautasūtra"	7386	"NOUN"	"VERB"	"matsya"	"vid"	"obj"	"subord"	"exo"	27173	122659	5311732	5311733	"5-SU"	"RV"	"Śāṅkhāyana"	"ŚS"	"prose"
"mayaḥ-bhuvaḥ"	"acl"	"Nom"	"NOUN"	"āpaḥ"	"NOUN"	"āpo hi ṣṭhā mayobhuvas tā na ūrje dadhātana /"	"AVŚ, 1, 5, 1"	"Atharvaveda (Śaunaka)"	4189	"NOUN"	"VERB"	"mayas"	"bhū"	"xcomp"	"attrib"	"exo"	36825	166332	4502685	4502686	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"mayaḥ-bhuvaḥ"	"root"	"Nom"	"NOUN"			"āpo hi ṣṭhā mayobhuvas tā na ūrje dadhātana /"	"ṚV, 10, 9, 1"	"Ṛgveda"	3808	"NOUN"	"VERB"	"mayas"	"bhū"	"xcomp"	"attrib"	"exo"	36825	166332	4298065	4298066	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"mitra-vardhanaḥ"	"advcl"	"Nom"	"ADJ"	"karat"	"VERB"	"yathāso mitravardhanas tathā tvā savitā karat //"	"AVŚ, 4, 8, 6"	"Atharvaveda (Śaunaka)"	4307	"NOUN"	"VERB"	"mitra"	"vardhana"	"obj"	"subord"	"exo"	135840	74683	4515133	4515134	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"mitra-yujaḥ"	"obl"	"Nom"	"ADJ"	"riśādasaḥ"	"ADJ"	"pṛṣadaśvāso 'vanayo na rathā riśādaso mitrayujo na devāḥ //"	"ṚV, 1, 186, 8"	"Ṛgveda"	3167	"NOUN"	"VERB"	"mitra"	"yuj"	"obl"	"subord"	"exo"	135840	64776	4536054	4536055	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"mṛta-bhraje"	"acl"	"Dat"	"NOUN"	"varuṇāya"	"NOUN"	"yāṃ tvā gandharvo akhanad varuṇāya mṛtabhraje /"	"AVŚ, 4, 4, 1"	"Atharvaveda (Śaunaka)"	4291	"NOUN"	"VERB"	"mṛ"	"bhraj"	"acl"	"attrib"	"exo"	157973	221107	5064119	5064120	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"nabhaḥ-jām"	"acl"	"Acc"	"ADJ"	"cyutam"	"ADJ"	"madacyutam auśānaṃ nabhojām pari tritantuṃ vicarantam utsam //"	"ṚV, 10, 30, 9"	"Ṛgveda"	3922	"NOUN"	"VERB"	"nabhas"	"jā"	"obl"	"subord"	"exo"	44077	218758	4306486	4306487	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"nabhya-sthe"	"advcl"	"Loc"	"ADJ"	"anumantrayate"	"VERB"	"nabhyasthe 'numantrayate mayobhūr ity anuvākaśeṣeṇa //"	"ŚāṅkhGS, 3, 11, 15"	"Śāṅkhāyanagṛhyasūtra"	1583	"NOUN"	"VERB"	"nabhya"	"stha"	"obl"	"subord"	"exo"	44119	102830	5198723	5198724	"5-SU"	"RV"	"Śāṅkhāyana"	"GS"	"prose"
"naṣṭa-eṣiṇām"	"nmod"	"Gen"	"ADJ"	"pāṇīn"	"NOUN"	"prapatha iti naṣṭaiṣiṇāṃ prakṣālitābhyaktapāṇipādānāṃ dakṣiṇān pāṇīn nimṛjyotthāpayati //"	"KauśS, 7, 3, 12"	"Kauśikasūtra"	162	"NOUN"	"VERB"	"naś"	"eṣin"	"obj"	"subord"	"exo"	157399	39822	4794324	4794325	"5-SU"	"AV"	"Śaunaka"	"GS"	"prose"
"ojaḥ-dāḥ"	"conj"	"Nom"	"ADJ"	"ātmā"	"NOUN"	"ātmā pitus tanūr vāsa ojodā abhyañjanam /"	"ṚV, 8, 3, 24"	"Ṛgveda"	3652	"NOUN"	"VERB"	"ojas"	"dā"	"obj"	"subord"	"exo"	40060	218853	4708553	4708554	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"pad-saṅginīḥ"	"obl"	"Acc"	"ADJ"	"sajantu"	"VERB"	"patsaṅginīr ā sajantu vigate bāhuvīrye //"	"AVŚ, 5, 21, 10"	"Atharvaveda (Śaunaka)"	4397	"NOUN"	"VERB"	"pad"	"saṅgin"	"obl"	"subord"	"exo"	171474	9348	4579778	4579779	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"paṅkti-pāvanaḥ"	"nsubj"	"Nom"	"ADJ"	"śamayet"	"VERB"	"paṅktipāvano vā śamayet //"	"GautDhS, 2, 6, 27"	"Gautamadharmasūtra"	2355	"NOUN"	"VERB"	"paṅkti"	"pāvana"	"obj"	"subord"	"exo"	14694	94479	3291793	3291794	"5-SU"	"SV"	"None"	"DhS"	"prose"
"paṅkti-pāvanaḥ"	"nsubj"	"Nom"	"ADJ"	"vid"	"ADJ"	"paṅktipāvanaḥ ṣaḍaṅgavij jyeṣṭhasāmikas triṇāciketastrimadhus trisuparṇaḥ pañcāgniḥ snātako mantrabrāhmaṇavid dharmajño brahmadeyānusaṃtāna iti //"	"GautDhS, 2, 6, 28"	"Gautamadharmasūtra"	2356	"NOUN"	"VERB"	"paṅkti"	"pāvana"	"obj"	"subord"	"exo"	14694	94479	3291797	3291798	"5-SU"	"SV"	"None"	"DhS"	"prose"
"pāpa-kṛtaḥ"	"advcl"	"Nom"	"ADJ"	"abhyavayanti"	"VERB"	"utkrānte yajamāne pāpakṛto 'bhyavayanty acaritvā vratāni //"	"KātyŚS, 20, 8, 17"	"Kātyāyanaśrautasūtra"	6349	"NOUN"	"VERB"	"pāpa"	"kṛt"	"obj"	"subord"	"exo"	93767	3440	5417374	5417375	"5-SU"	"White YV"	"Mādhyandina"	"ŚS"	"prose"
"pāpa-kṛtaḥ"	"conj"	"Nom"	"ADJ"	"selagāḥ"	"NOUN"	"atha ye 'to 'nyathā tad yathā selagā vā pāpakṛto vā paśuṃ vimathnīraṃs tādṛk tat //"	"AB, 7, 1, 5"	"Aitareyabrāhmaṇa"	4914	"NOUN"	"VERB"	"pāpa"	"kṛt"	"obj"	"subord"	"exo"	93767	3440	4924744	4924745	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"pāpa-kṛtaḥ"	"conj"	"Acc"	"ADJ"	"selagān"	"NOUN"	"tasya rakṣāṃsi viśas tānīmānyāsata iti selagān pāpakṛto vopadiśati //"	"ŚāṅkhŚS, 16, 2, 17"	"Śāṅkhāyanaśrautasūtra"	7384	"NOUN"	"VERB"	"pāpa"	"kṛt"	"obj"	"subord"	"exo"	93767	3440	5311689	5311690	"5-SU"	"RV"	"Śāṅkhāyana"	"ŚS"	"prose"
"pāpa-nudam"	"nmod"	"Acc"	"ADJ"	"āvaham"	"ADJ"	"dharmāvahaṃ pāpanudaṃ bhageśaṃ jñātvātmastham amṛtaṃ viśvadhāma //"	"ŚvetU, 6, 6"	"Śvetāśvataropaniṣad"	2208	"NOUN"	"VERB"	"pāpa"	"nud"	"obj"	"subord"	"exo"	93767	28823	2522241	2522242	"5-SU"	"Black YV"	"None"	"U"	"metrical"
"parokṣa-kāmāḥ"	"root"	"Nom"	"NOUN"			"eṣa evendras tān eṣa prāṇān madhyata indriyeṇainddha yad ainddha tasmād indha indho ha vai tam indra ityācakṣate parokṣaṃ parokṣakāmā hi devās ta iddhāḥ sapta nānā puruṣānasṛjanta //"	"ŚBM, 6, 1, 1, 2"	"Śatapathabrāhmaṇa"	2508	"NOUN"	"VERB"	"parokṣa"	"kāma"	"nmod"	"subord"	"exo"	18652	13752	5067606	5067607	"3-PO"	"White YV"	"Mādhyandina"	"B"	"prose"
"parokṣa-kāmāḥ"	"root"	"Nom"	"NOUN"			"so 'grir asṛjyata sa yadasya sarvasyāgramasṛjyata tasmād agrir agrir ha vai tamagnir ity ācakṣate parokṣam parokṣakāmā hi devā atha yadaśru saṃkṣaritamāsīt so 'śrurabhavad aśrurha vai tamaśva ityācakṣate parokṣam parokṣakāmā hi devā atha yadarasadiva sa rāsabho 'bhavad atha yaḥ kapāle raso lipta āsīt so 'jo 'bhavad atha yat kapālam āsīt sā pṛthivyabhavat //"	"ŚBM, 6, 1, 1, 11"	"Śatapathabrāhmaṇa"	2516	"NOUN"	"VERB"	"parokṣa"	"kāma"	"nmod"	"subord"	"exo"	18652	13752	5068162	5068163	"3-PO"	"White YV"	"Mādhyandina"	"B"	"prose"
"parokṣa-kāmāḥ"	"root"	"Nom"	"NOUN"			"so 'grir asṛjyata sa yadasya sarvasyāgramasṛjyata tasmād agrir agrir ha vai tamagnir ity ācakṣate parokṣam parokṣakāmā hi devā atha yadaśru saṃkṣaritamāsīt so 'śrurabhavad aśrurha vai tamaśva ityācakṣate parokṣam parokṣakāmā hi devā atha yadarasadiva sa rāsabho 'bhavad atha yaḥ kapāle raso lipta āsīt so 'jo 'bhavad atha yat kapālam āsīt sā pṛthivyabhavat //"	"ŚBM, 6, 1, 1, 11"	"Śatapathabrāhmaṇa"	2517	"NOUN"	"VERB"	"parokṣa"	"kāma"	"nmod"	"subord"	"exo"	18652	13752	5068170	5068171	"3-PO"	"White YV"	"Mādhyandina"	"B"	"prose"
"parokṣa-kāmāḥ"	"root"	"Nom"	"NOUN"			"bhūya eva syāt prajāyeteti sa vāyunāntarikṣam mithunaṃ samabhavat tata āṇḍaṃ samavartata tad abhyamṛśad yaśo bibhṛhīti tato 'sāvādityo 'sṛjyataiṣa vai yaśo 'tha yadaśru saṃkṣaritamāsīt so 'śmā pṛśnir abhavad aśrur ha vai tam aśmety ācakṣate parokṣam parokṣakāmā hi devā atha yaḥ kapāle raso lipta āsīt te raśmayo 'bhavann atha yat kapālam āsīt sā dyaur abhavat //"	"ŚBM, 6, 1, 2, 3"	"Śatapathabrāhmaṇa"	2521	"NOUN"	"VERB"	"parokṣa"	"kāma"	"nmod"	"subord"	"exo"	18652	13752	5068915	5068916	"3-PO"	"White YV"	"Mādhyandina"	"B"	"prose"
"parvata-cyute"	"conj"	"Dat"	"ADJ"	"bhānave"	"NOUN"	"pra śardhāya mārutāya svabhānava imāṃ vācam anajā parvatacyute /"	"ṚV, 5, 54, 1"	"Ṛgveda"	3417	"NOUN"	"VERB"	"parvata"	"cyut"	"obj"	"subord"	"exo"	20217	216002	4466331	4466332	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"paśu-bhājanāḥ"	"conj"	"Nom"	"ADJ"	"asomapāḥ"	"ADJ"	"trayastriṃśad vai devāḥ somapās trayastriṃśad asomapā aṣṭau vasava ekādaśa rudrā dvādaśādityāḥ prajāpatiś ca vaṣaṭkāraś caite devā somapā ekādaśa prayājā ekādaśānuyājā ekādaśopayājā ete 'somapāḥ paśubhājanāḥ somena somapān prīṇāti paśunāsomapān //"	"AB, 2, 18, 8"	"Aitareyabrāhmaṇa"	4901	"NOUN"	"VERB"	"paśu"	"bhājana"	"nmod"	"subord"	"exo"	92688	49570	4732897	4732898	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"paśu-kāmaḥ"	"nsubj"	"Nom"	"NOUN"	"juhuyāt"	"VERB"	"atha paśukāmaḥ sāyaṃ paśuṣu sameteṣv agnihotraṃ juhuyāt //"	"JB, 1, 5, 1"	"Jaiminīyabrāhmaṇa"	5072	"NOUN"	"VERB"	"paśu"	"kāma"	"nmod"	"subord"	"exo"	92688	13752	4786116	4786117	"4-PL"	"SV"	"Jaiminīya"	"B"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"kurvīta"	"VERB"	"jagatyau paśukāmaḥ kurvīta //"	"AB, 1, 5, 19"	"Aitareyabrāhmaṇa"	4642	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	4611727	4611728	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"kurvīta"	"VERB"	"purīṣe paśukāmaḥ kurvīta //"	"ĀpŚS, 16, 13, 3"	"Āpastambaśrautasūtra"	6081	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5038846	5038847	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"paśukāma ālabheta //"	"GB, 2, 2, 1, 12"	"Gopathabrāhmaṇa"	5752	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5192204	5192205	"4-PL"	"AV"	"Paippalāda"	"B"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"tam aindram ālabheta paśukāmaḥ //"	"MS, 2, 5, 3, 36"	"Maitrāyaṇīsaṃhitā"	5512	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	4956994	4956995	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"saumyaṃ babhruṃ lomaśaṃ piṅgalam ālabheta paśukāmaḥ //"	"MS, 2, 5, 1, 1"	"Maitrāyaṇīsaṃhitā"	5490	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5023449	5023450	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"yas traitānām uttamo jāyeta taṃ saumāpauṣṇam ālabheta paśukāmaḥ //"	"MS, 2, 5, 1, 9"	"Maitrāyaṇīsaṃhitā"	5491	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5023484	5023485	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"prājāpatyaṃ tūparam ālabheta paśukāmaḥ //"	"MS, 2, 5, 1, 27"	"Maitrāyaṇīsaṃhitā"	5494	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5023564	5023565	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"tvāṣṭram avaliptam ālabheta paśukāmaḥ //"	"MS, 2, 5, 5, 25"	"Maitrāyaṇīsaṃhitā"	5524	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5024517	5024518	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"maitrāvaruṇīṃ dvirūpām ālabheta paśukāmaḥ //"	"MS, 2, 5, 7, 39"	"Maitrāyaṇīsaṃhitā"	5547	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5025549	5025550	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"prājāpatyaṃ bahurūpam ālabheta paśukāmaḥ //"	"MS, 2, 5, 11, 48"	"Maitrāyaṇīsaṃhitā"	5593	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5028098	5028099	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"somāpauṣṇaṃ traitam ālabheta paśukāmaḥ /"	"TS, 2, 1, 1, 6"	"Taittirīyasaṃhitā"	6425	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5237949	5237950	"3-PO"	"Black YV"	"Taittirīya"	"S"	"prose"
"paśu-kāmaḥ"	"advcl"	"Nom"	"NOUN"	"ālabheta"	"VERB"	"tvāṣṭraṃ vaḍabam ālabheta paśukāmaḥ /"	"TS, 2, 1, 8, 3"	"Taittirīyasaṃhitā"	6450	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5241150	5241151	"3-PO"	"Black YV"	"Taittirīya"	"S"	"prose"
"paśu-kāmam"	"conj"	"Acc"	"NOUN"	"kāmam"	"NOUN"	"dvādaśe paśukāmam //"	"ĀpDhS, 1, 1, 26"	"Āpastambadharmasūtra"	7442	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5393967	5393968	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"paśu-kāmasya"	"conj"	"Gen"	"NOUN"	"juhuyāt"	"VERB"	"aṅgāreṣu paśukāmasya //"	"KauṣB, 2, 2, 19"	"Kauṣītakibrāhmaṇa"	6638	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	4973330	4973331	"4-PL"	"RV"	"Śāṅkhāyana"	"B"	"prose"
"paśu-kāmaḥ"	"conj"	"Nom"	"NOUN"	"kāmaḥ"	"NOUN"	"yathoktaṃ paśukāmaḥ //"	"KhādGS, 4, 1, 9"	"Khādiragṛhyasūtra"	1008	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	4998990	4998991	"5-SU"	"SV"	"Rāṇāyanīya"	"GS"	"prose"
"paśu-kāmaḥ"	"conj"	"Nom"	"NOUN"	"kāmaḥ"	"NOUN"	"yaḥ prajākāmo vā paśukāmo vā syāt sa etām aviṃ vaśām ālabheta //"	"MS, 2, 5, 2, 12"	"Maitrāyaṇīsaṃhitā"	5506	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	4915830	4915831	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"conj"	"Nom"	"NOUN"	"kāmaḥ"	"NOUN"	"yaḥ prajākāmo vā paśukāmo vā syāt sa etaṃ tvaṣṭre ca patnībhyaś ca napuṃsakam ālabheta //"	"MS, 2, 5, 5, 53"	"Maitrāyaṇīsaṃhitā"	5531	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5024702	5024703	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmaḥ"	"conj"	"Nom"	"NOUN"	"kāmaḥ"	"NOUN"	"paśukāmaḥ syāt sa etam prājāpatyam ajaṃ tūparam ālabheta /"	"TS, 2, 1, 1, 5"	"Taittirīyasaṃhitā"	6424	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5237898	5237899	"3-PO"	"Black YV"	"Taittirīya"	"S"	"prose"
"paśu-kāmam"	"obj"	"Acc"	"NOUN"	"yājayet"	"VERB"	"paśukāmaṃ yājayet //"	"MS, 2, 5, 1, 79"	"Maitrāyaṇīsaṃhitā"	5502	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5023982	5023983	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"paśu-kāmasya"	"obl"	"Gen"	"NOUN"	"tiṣṭhet"	"VERB"	"tiṣṭhet paśukāmasya //"	"AB, 2, 3, 2"	"Aitareyabrāhmaṇa"	4803	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	4646903	4646904	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"paśu-kāmasya"	"obl"	"Gen"	"NOUN"	"upākuryāt"	"VERB"	"yā bahuparṇā bahuśākhā tayopākuryāt paśukāmasya //"	"BhārŚS, 7, 9, 10"	"Bhāradvājaśrautasūtra"	7174	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5243345	5243346	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"paśu-kāmasya"	"obl"	"Gen"	"NOUN"	"pratiṣiktam"	"VERB"	"pratiṣiktaṃ paśukāmasya //"	"KS, 6, 3, 54"	"Kāṭhakasaṃhitā"	7214	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5360713	5360714	"3-PO"	"Black YV"	"Kaṭha"	"S"	"prose"
"paśu-kāmasya"	"obl"	"Gen"	"NOUN"	"pratiṣiktam"	"VERB"	"pratiṣiktaṃ paśukāmasyāpratiṣiktaṃ brahmavarcasakāmasya //"	"KS, 6, 3, 47"	"Kāṭhakasaṃhitā"	7209	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5360764	5360765	"3-PO"	"Black YV"	"Kaṭha"	"S"	"prose"
"paśu-kāmasya"	"obl"	"Gen"	"NOUN"	"pratiṣiñcet"	"VERB"	"pratiṣiñcet paśukāmasya /"	"TB, 2, 1, 3, 2"	"Taittirīyabrāhmaṇa"	6844	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5337114	5337115	"3-PO"	"Black YV"	"Taittirīya"	"B"	"prose"
"paśu-kāmasya"	"obl"	"Gen"	"NOUN"	"juhuyāt"	"VERB"	"dvayoḥ payasā juhuyāt paśukāmasya /"	"TB, 2, 1, 5, 4"	"Taittirīyabrāhmaṇa"	6870	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5339617	5339618	"3-PO"	"Black YV"	"Taittirīya"	"B"	"prose"
"paśu-kāmasya"	"orphan"	"Gen"	"NOUN"	"vatsajñum"	"ADJ"	"vedaṃ karoti vatsajñuṃ paśukāmasya mūtakāryam annādyakāmasya trivṛtaṃ tejaskāmasyordhvāgraṃ svargakāmasya //"	"BaudhŚS, 1, 2, 31"	"Baudhāyanaśrautasūtra"	5252	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5040286	5040287	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"paśu-kāmasya"	"orphan"	"Gen"	"NOUN"	"aratnim"	"NOUN"	"saptāratnim paśukāmasya saptapadā śakvarī paśavaḥ śakvarī paśūn evāvarunddhe /"	"TS, 6, 3, 3, 6"	"Taittirīyasaṃhitā"	6496	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5234016	5234017	"3-PO"	"Black YV"	"Taittirīya"	"S"	"prose"
"paśu-kāmasya"	"root"	"Gen"	"NOUN"			"payasā paśukāmasya /"	"TB, 2, 1, 5, 5"	"Taittirīyabrāhmaṇa"	6871	"NOUN"	"VERB"	"paśu"	"kāma"	"obj"	"subord"	"exo"	92688	13752	5339655	5339656	"3-PO"	"Black YV"	"Taittirīya"	"B"	"prose"
"paśu-vardhanāya"	"orphan"	"Dat"	"NOUN"	"vrajam"	"NOUN"	"apo vṛṇānaḥ pavate kavīyan vrajaṃ na paśuvardhanāya manma //"	"ṚV, 9, 94, 1"	"Ṛgveda"	3748	"NOUN"	"VERB"	"paśu"	"vardhana"	"nmod"	"subord"	"exo"	92688	174337	4688102	4688103	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"pati-dviṣaḥ"	"advcl"	"Nom"	"ADJ"	"yatīḥ"	"VERB"	"kuvit patidviṣo yatīr indreṇa saṃgamāmahai //"	"ṚV, 8, 91, 4"	"Ṛgveda"	3704	"NOUN"	"VERB"	"pati"	"dviṣ"	"obj"	"subord"	"exo"	163749	91389	4740890	4740891	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"pati-ghnī"	"conj"	"Nom"	"ADJ"	"bhaviṣyati"	"VERB"	"kṣetrāc ced ubhayataḥsasyād gṛhṇīyād annavaty asyāḥ prajā bhaviṣyatīti vidyād goṣṭhāt paśumatī vedipurīṣād brahmavarcasviny avidāsino hradāt sarvasampannā devanāt kitavī catuṣpathād dvipravrājinīriṇād adhanyā śmaśānāt patighnī //"	"ĀśvGS, 1, 5, 5"	"Āśvalāyanagṛhyasūtra"	1222	"NOUN"	"VERB"	"pati"	"ghna"	"obj"	"subord"	"exo"	163749	161718	2826536	2826537	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
